Url,BathroomCount,BedroomCount,ConstructionYear,District,FloodingZone,Furnished,Garden,GardenArea,Kitchen,LivingArea,Locality,MonthlyCharges,NumberOfFacades,PEB,PostalCode,Price,PropertyId,Province,Region,RoomCount,ShowerCount,StateOfBuilding,SubtypeOfProperty,SurfaceOfPlot,SwimmingPool,Terrace,ToiletCount,TypeOfProperty,TypeOfSale
https://www.immoweb.be/en/classified/house/for-rent/rhode-saint-genese/1640/11407372,2.0,3,1973.0,halle-vilvoorde,null,0.0,1.0,500.0,hyper_equipped,175.0,rhode-saint-genèse,0.0,4.0,C,1640,2100,11407372,flemish_brabant,flanders,0.0,0.0,good,villa,760.0,0.0,1.0,3.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/pecq/7740/11407217,1.0,3,2017.0,tournai,non_flood_zone,0.0,0.0,0.0,installed,185.0,pecq,0.0,2.0,A,7740,1130,11407217,hainaut,wallonie,0.0,0.0,good,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/tervuren/3080/11407196,4.0,5,0.0,leuven,non_flood_zone,0.0,1.0,3000.0,hyper_equipped,650.0,tervuren,0.0,4.0,C,3080,4900,11407196,flemish_brabant,flanders,5.0,4.0,good,house,3500.0,0.0,1.0,0.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/poesele/9850/11406909,1.0,4,2023.0,gent,null,0.0,0.0,0.0,null,187.0,poesele,0.0,0.0,NULL,9850,1150,11406909,east_flanders,flanders,15.0,0.0,good,house,470.0,0.0,0.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/sint-martens-latem/9830/11406868,1.0,4,0.0,gent,null,0.0,0.0,0.0,installed,213.0,sint-martens-latem,120.0,0.0,C,9830,1250,11406868,east_flanders,flanders,15.0,0.0,just_renovated,house,0.0,0.0,0.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/kortemark/8610/11406766,1.0,3,2018.0,diksmuide,non_flood_zone,0.0,0.0,0.0,installed,106.0,kortemark,0.0,0.0,A,8610,900,11406766,west_flanders,flanders,13.0,0.0,good,house,154.0,0.0,0.0,1.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/henri-chapelle/4841/11406343,1.0,6,0.0,verviers,null,0.0,0.0,0.0,null,270.0,henri-chapelle,0.0,3.0,D,4841,995,11406343,liège,wallonie,0.0,1.0,null,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/grimbergen/1850/11406305,1.0,3,0.0,halle-vilvoorde,non_flood_zone,0.0,0.0,0.0,installed,230.0,grimbergen,0.0,4.0,B,1850,1950,11406305,flemish_brabant,flanders,0.0,0.0,as_new,villa,740.0,0.0,1.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/waterloo/1410/11406174,4.0,7,2009.0,nivelles,null,0.0,0.0,0.0,hyper_equipped,500.0,waterloo,0.0,4.0,B,1410,5000,11406174,walloon_brabant,wallonie,0.0,0.0,as_new,villa,1400.0,0.0,1.0,0.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/seraing/4100/11406046,2.0,4,0.0,liège,non_flood_zone,0.0,0.0,0.0,null,199.0,seraing,0.0,3.0,NULL,4100,1700,11406046,liège,wallonie,0.0,0.0,null,house,165.0,0.0,0.0,0.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/overijse/3090/11405945,3.0,4,1974.0,halle-vilvoorde,non_flood_zone,0.0,1.0,200.0,hyper_equipped,175.0,overijse,0.0,4.0,D,3090,1900,11405945,flemish_brabant,flanders,0.0,0.0,just_renovated,villa,569.0,0.0,1.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/vlezenbeek/1602/11405724,3.0,5,1999.0,halle-vilvoorde,null,0.0,0.0,0.0,hyper_equipped,300.0,vlezenbeek,0.0,4.0,C,1602,2950,11405724,flemish_brabant,flanders,0.0,0.0,just_renovated,villa,0.0,0.0,1.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/sint-pieters-leeuw/1600/11405723,3.0,5,1999.0,halle-vilvoorde,null,0.0,0.0,0.0,hyper_equipped,300.0,sint-pieters-leeuw,0.0,4.0,C,1600,2950,11405723,flemish_brabant,flanders,0.0,0.0,just_renovated,villa,1290.0,0.0,1.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/lennik/1750/11405722,3.0,5,1999.0,halle-vilvoorde,null,0.0,0.0,0.0,hyper_equipped,300.0,lennik,0.0,4.0,C,1750,2950,11405722,flemish_brabant,flanders,0.0,0.0,just_renovated,villa,1290.0,0.0,1.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/dilbeek/1700/11405721,3.0,5,1999.0,halle-vilvoorde,null,0.0,0.0,0.0,hyper_equipped,300.0,dilbeek,0.0,4.0,C,1700,2950,11405721,flemish_brabant,flanders,0.0,0.0,just_renovated,villa,1290.0,0.0,1.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/anderlecht/1070/11405720,3.0,5,1999.0,brussels,null,0.0,0.0,0.0,hyper_equipped,300.0,anderlecht,0.0,4.0,E,1070,2950,11405720,brussels,brussels,0.0,0.0,just_renovated,villa,1290.0,0.0,1.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/vielsalm/6690/11405708,0.0,3,0.0,bastogne,null,0.0,0.0,0.0,installed,201.0,vielsalm,0.0,3.0,D,6690,820,11405708,luxembourg,wallonie,0.0,1.0,null,house,260.0,0.0,0.0,1.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/uccle/1180/11405699,2.0,3,1930.0,brussels,non_flood_zone,0.0,1.0,150.0,installed,211.0,uccle,0.0,3.0,F,1180,2250,11405699,brussels,brussels,0.0,1.0,as_new,house,243.0,0.0,1.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/oedelem/8730/11405412,2.0,4,0.0,brugge,null,0.0,1.0,1200.0,null,372.0,oedelem,0.0,4.0,C,8730,1950,11405412,west_flanders,flanders,1.0,0.0,null,house,0.0,0.0,0.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/templeuve/7520/11405175,1.0,1,1981.0,tournai,non_flood_zone,0.0,0.0,0.0,installed,42.0,templeuve,0.0,2.0,C,7520,600,11405175,hainaut,wallonie,0.0,1.0,good,bungalow,0.0,0.0,1.0,1.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/vorselaar/2290/11404657,1.0,2,0.0,turnhout,null,0.0,0.0,0.0,semi_equipped,152.0,vorselaar,0.0,3.0,D,2290,670,11404657,antwerp,flanders,0.0,0.0,good,house,0.0,0.0,0.0,1.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/schaerbeek/1030/11404502,3.0,5,0.0,brussels,non_flood_zone,0.0,0.0,0.0,hyper_equipped,390.0,schaerbeek,1.0,2.0,G,1030,2950,11404502,brussels,brussels,0.0,0.0,as_new,house,0.0,0.0,1.0,3.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/uccle/1180/11404409,4.0,4,1958.0,brussels,non_flood_zone,0.0,1.0,100.0,hyper_equipped,570.0,uccle,0.0,2.0,D,1180,7600,11404409,brussels,brussels,4.0,0.0,as_new,house,0.0,0.0,1.0,0.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/uccle/1180/11404412,4.0,4,2013.0,brussels,non_flood_zone,0.0,0.0,0.0,installed,729.0,uccle,0.0,4.0,C,1180,12000,11404412,brussels,brussels,4.0,0.0,as_new,house,0.0,1.0,1.0,0.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/uccle/1180/11404394,4.0,6,2001.0,brussels,non_flood_zone,0.0,1.0,600.0,hyper_equipped,892.0,uccle,0.0,4.0,D,1180,12000,11404394,brussels,brussels,0.0,4.0,good,villa,1500.0,1.0,1.0,6.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/arendonk/2370/11404267,1.0,3,2018.0,turnhout,non_flood_zone,0.0,1.0,190.0,hyper_equipped,188.0,arendonk,0.0,4.0,A,2370,1950,11404267,antwerp,flanders,0.0,1.0,as_new,house,479.0,0.0,1.0,2.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/uccle/1180/11404208,3.0,5,0.0,brussels,null,0.0,1.0,20.0,usa_hyper_equipped,265.0,uccle,0.0,2.0,D,1180,3100,11404208,brussels,brussels,0.0,0.0,null,house,80.0,0.0,0.0,4.0,1,residential_monthly_rent
https://www.immoweb.be/en/classified/house/for-rent/hoegaarden/3320/11403947,1.0,3,0.0,leuven,non_flood_zone,0.0,1.0,250.0,installed,108.0,hoegaarden,0.0,3.0,D,3320,1195,11403947,flemish_brabant,flanders,17.0,1.0,null,house,255.0,0.0,0.0,2.0,1,residential_monthly_rent
